country,date,inflation_rate,interest_rate,oil_price,gdp_growth,unemployment_rate,money_supply_m2,exchange_rate_usd,food_price_index,supply_chain_index
EU,2023-06,6.2730211616585745,-1.34,80.79,3.16,6.81,15796.0,27.79,136.24,2.65
PHL,2020-12,2.708725395730892,5.38,37.36,1.93,7.35,9611.0,29.41,100.09,3.5
USA,2022-03,3.341069971389303,5.2,130.45,4.6,4.87,12036.0,67.21,115.56,1.91
THA,2022-04,1.8606417933549464,2.2,131.88,3.81,6.02,8471.0,40.84,110.62,1.55
PHL,2024-05,2.371971011653732,5.02,75.55,5.61,4.42,18425.0,27.3,122.58,1.9
SAU,2021-10,2.2889016954795767,3.41,65.73,0.19,6.56,13983.0,2.45,105.95,1.31
SAU,2023-09,5.505952454256394,2.27,71.4,5.05,4.35,15640.0,2.54,133.62,1.7
RUS,2022-08,4.262584311686398,2.68,83.63,5.65,4.81,5187.0,5.91,114.88,1.79
USA,2021-06,2.8034626312048108,4.93,82.17,-0.43,7.05,12864.0,76.03,123.25,1.61
IND,2020-09,4.3652783885614515,2.22,41.42,3.24,5.15,11173.0,54.88,101.26,3.37
IND,2021-08,3.889306384145355,0.82,62.48,2.23,5.84,13949.0,50.57,116.71,1.66
CAN,2020-06,4.543367069987333,-1.14,41.69,3.94,6.82,11894.0,24.57,98.35,3.05
SAU,2024-09,4.059026053443187,3.14,80.62,3.5,3.12,11898.0,2.66,135.37,1.51
VNM,2021-08,4.363008468446729,0.4,69.43,3.49,6.17,7238.0,93.07,108.16,1.65
ZAF,2021-02,3.4286495376516455,2.25,83.53,-1.36,6.31,11870.0,58.99,114.76,1.0
CHN,2020-07,3.524448182542252,-0.57,43.09,0.11,5.42,11257.0,64.66,104.7,3.4
USA,2024-08,3.2511679516626346,4.39,85.65,3.02,4.04,14357.0,71.93,133.74,1.51
IND,2020-09,5.4611758176312755,2.22,41.42,3.24,5.15,11173.0,54.88,101.26,3.37
PHL,2022-09,2.883230964888639,2.25,97.16,3.42,5.39,12439.0,27.0,131.35,1.0
CHN,2021-12,1.9840324041544006,2.52,68.48,0.69,5.57,13050.0,64.12,108.37,1.15
IDN,2021-05,6.566305641552809,-0.15,76.59,3.3,5.91,11763.0,7.08,113.77,2.04
ARG,2020-06,4.010293728523092,4.19,41.08,2.8,6.64,9763.0,75.06,105.74,4.14
MEX,2023-08,2.6763769920541254,1.99,63.01,4.37,6.39,15924.0,88.36,147.87,1.95
ZAF,2024-12,4.369477038775481,3.53,73.08,3.47,3.63,14740.0,52.91,137.86,1.93
AUS,2023-06,3.4348305800344847,-0.38,62.53,1.92,4.53,14102.0,93.06,115.17,1.91
CAN,2023-02,5.660885542432979,-0.67,54.02,3.41,3.74,15490.0,24.77,137.32,1.0
CAN,2024-06,3.1191276126491925,-0.09,81.8,5.23,3.56,15162.0,23.64,151.58,1.32
BRA,2024-05,5.502078810559826,2.62,71.85,2.3,3.53,8339.0,16.71,139.32,1.0
KOR,2020-07,4.680357850796205,5.63,42.64,4.31,5.29,7252.0,20.94,85.89,3.44
MEX,2023-05,3.952263607875373,2.59,71.45,4.38,4.56,12702.0,89.26,131.39,1.36
AUS,2023-05,3.9285755011537806,-0.26,76.44,4.5,5.65,12735.0,96.96,139.72,1.92
AUS,2022-05,3.801587815425783,1.04,116.54,-0.66,5.55,12942.0,100.56,124.8,1.92
MEX,2020-05,6.448010664743301,2.95,45.7,1.9,7.59,9883.0,85.61,104.79,3.08
EU,2022-09,4.0137413068352545,0.15,127.13,2.32,6.42,8162.0,29.0,134.11,1.0
RUS,2023-10,5.83873229896385,4.17,74.86,2.41,4.64,13576.0,5.55,131.85,1.1
MEX,2021-01,5.249557833209345,2.64,85.49,1.81,5.67,13687.0,82.54,106.9,1.66
GBR,2020-03,4.229310194226966,3.89,43.04,4.34,4.91,10198.0,29.04,86.11,4.88
SAU,2020-12,5.678204333253565,2.99,35.01,0.69,6.6,7804.0,2.42,83.85,3.27
EU,2021-09,2.246544460233388,1.34,64.66,2.15,7.23,11161.0,27.65,102.51,1.0
JPN,2021-05,2.841067549879238,1.63,81.8,-0.2,6.68,9831.0,58.97,114.09,1.6
GBR,2022-08,4.111875993144863,5.39,116.51,4.16,5.24,16269.0,29.34,144.42,1.81
IND,2024-12,4.453455370080147,2.52,75.03,6.82,4.52,9399.0,46.88,142.31,1.45
CAN,2022-02,4.719011035257432,0.26,97.35,4.22,5.11,12187.0,23.07,123.2,1.61
KOR,2022-05,5.2623432045053455,3.54,107.77,1.35,4.76,12136.0,19.64,102.84,1.75
RUS,2022-09,8.315186937746603,2.27,121.45,1.29,8.21,13148.0,6.39,115.09,2.09
USA,2022-03,3.7021147941979273,5.2,130.45,4.6,4.87,12036.0,67.21,115.56,1.91
RUS,2024-11,1.8426686270204544,4.94,81.49,3.43,3.92,17218.0,5.32,123.84,1.21
ZAF,2021-09,7.020105094713399,2.38,78.13,2.56,7.49,7164.0,60.61,97.3,1.08
EU,2022-12,3.878684527954049,-0.22,103.46,4.26,6.11,10301.0,25.63,133.11,1.64
IND,2022-09,6.8729323644178475,1.57,108.39,0.11,5.64,8230.0,55.61,137.33,1.72
EU,2024-12,3.799936983218948,0.2,75.39,4.52,4.82,14266.0,27.26,139.68,1.0
ZAF,2021-05,6.643531840728765,2.26,88.98,1.03,5.75,13387.0,59.03,108.32,1.44
VNM,2022-09,5.424732910896443,1.53,133.26,2.4,6.17,14362.0,94.77,108.77,1.0
ZAF,2024-01,3.1107086138426987,2.98,73.66,2.27,3.15,11453.0,57.21,133.94,1.0
MEX,2020-02,5.055977522101498,4.09,48.12,0.36,5.7,10786.0,91.41,100.41,4.5
USA,2023-09,2.938203326758681,6.29,64.05,1.34,4.7,15757.0,80.84,132.42,1.77
AUS,2024-05,3.5548088943380796,0.62,78.35,4.73,4.88,8403.0,102.67,141.68,1.0
IDN,2020-07,3.955404857168137,0.76,42.91,2.51,6.47,7410.0,7.65,107.29,3.76
AUS,2020-02,4.865287660474896,-0.24,48.05,-0.94,5.93,11272.0,91.86,98.76,3.61
EU,2021-10,5.572041776184225,-0.51,73.62,0.22,5.3,12281.0,27.46,107.61,1.75
IDN,2020-09,4.761191132125834,0.04,41.87,3.6,3.65,9270.0,8.0,96.91,3.3
ARG,2024-01,0.45652320043251626,3.52,78.34,5.17,5.02,21216.0,73.3,141.87,1.02
PHL,2022-06,0.7053690667072856,4.49,116.5,1.96,4.41,10850.0,27.25,148.01,1.41
RUS,2023-02,3.6317106663277716,4.01,73.08,4.54,5.3,11554.0,5.77,137.42,1.13
PHL,2024-02,3.9286595980408774,4.51,79.98,1.69,5.43,13659.0,27.49,144.33,1.43
KOR,2022-04,5.3867181147059044,5.94,74.18,-4.58,5.95,16968.0,19.94,115.33,2.09
USA,2024-05,2.983011967287135,2.3,74.17,1.88,3.6,18267.0,73.16,138.13,1.54
EU,2021-11,3.359100601596119,-0.57,61.52,3.67,6.03,15743.0,27.34,112.51,1.0
USA,2022-09,3.8333308960548735,6.21,100.67,3.22,6.08,14285.0,76.55,113.7,1.32
MEX,2023-08,2.5904157988820162,1.99,63.01,4.37,6.39,15924.0,88.36,147.87,1.95
PHL,2022-07,2.155143368882853,4.43,97.37,3.3,5.13,13983.0,27.42,117.21,1.0
AUS,2022-04,3.740569856001935,1.27,103.46,1.13,5.23,11833.0,97.75,119.86,1.37
USA,2020-09,4.218929273711516,3.26,44.52,-0.08,7.24,8931.0,71.77,97.88,3.51
EU,2020-12,4.773874926560728,0.72,42.76,-0.37,7.9,10445.0,26.55,99.25,4.42
AUS,2023-07,3.845431330215001,2.6,71.7,5.51,4.22,8770.0,99.05,132.72,1.13
THA,2023-12,2.523244475499621,2.63,69.95,5.28,3.73,12738.0,37.22,130.68,1.62
CHN,2020-07,4.181891659359168,-0.57,43.09,0.11,5.42,11257.0,64.66,104.7,3.4
THA,2020-05,2.98854392176798,3.24,49.87,-1.58,7.12,9688.0,38.06,84.11,3.31
GBR,2024-12,2.2939846451992953,6.3,80.51,3.64,3.86,14617.0,28.66,131.09,1.4
CHN,2021-12,3.894774986186139,2.52,68.48,0.69,5.57,13050.0,64.12,108.37,1.15
KOR,2020-02,4.531792044813196,2.05,43.97,0.45,5.8,10719.0,20.65,90.46,3.71
SAU,2024-01,6.12484155082003,4.96,86.74,4.34,5.8,14540.0,2.37,146.07,1.84
CHN,2022-06,4.349648732671264,0.59,106.16,3.49,5.11,8103.0,59.73,124.2,1.34
BRA,2023-12,2.842660074561489,1.15,78.36,5.71,4.39,13022.0,15.13,135.04,1.64
AUS,2023-08,5.9941094387666745,-0.75,68.45,4.45,6.29,11575.0,91.21,155.88,2.05
GBR,2021-04,3.4923080351301263,5.93,58.51,2.63,5.95,11380.0,31.57,101.69,1.12
AUS,2021-12,6.130571893885578,0.67,93.25,0.57,4.18,12111.0,90.27,102.94,1.49
MEX,2022-09,6.949506817867937,2.81,131.25,1.3,5.64,11621.0,93.8,120.73,1.89
PHL,2021-02,2.1193189723844466,4.36,80.28,2.36,4.48,10895.0,30.19,106.51,1.66
TUR,2023-09,2.0085777503259443,5.11,75.02,2.14,5.23,13618.0,88.32,120.73,1.79
MEX,2023-03,6.025923763848918,1.97,83.81,4.91,4.89,19044.0,89.43,142.33,1.86
ZAF,2024-07,6.575859402486776,4.62,75.2,3.93,4.04,18886.0,58.64,128.23,1.25
VNM,2021-08,4.869229438440473,0.4,69.43,3.49,6.17,7238.0,93.07,108.16,1.65
EU,2021-05,1.4208123403850568,1.66,55.64,2.61,5.47,13148.0,28.11,93.77,1.0
KOR,2021-03,5.468621506873764,4.71,80.55,-1.68,2.88,12696.0,20.81,112.1,1.48
USA,2020-02,3.63600501909408,4.33,44.75,0.02,5.8,6952.0,71.03,78.6,3.91
VNM,2021-03,2.847822215321361,3.5,55.92,3.87,7.27,8557.0,87.74,117.22,1.11
ARG,2021-12,3.225095790937561,3.2,70.88,5.08,4.71,10326.0,74.8,96.14,1.0
TUR,2023-03,3.7770867089094398,6.22,83.06,1.5,2.84,10752.0,78.39,134.58,1.51
ARG,2023-12,4.215786942422756,3.46,69.05,1.54,4.56,15172.0,74.88,132.91,1.72
CHN,2020-12,3.6386860562390053,0.15,22.64,-0.55,6.13,7349.0,62.46,104.44,3.7
ZAF,2023-11,2.452320634926822,2.85,68.82,6.53,7.79,9064.0,59.56,130.91,1.47
BRA,2024-02,3.0647968633922367,3.22,70.74,3.38,5.58,20149.0,16.58,142.11,1.58
TUR,2022-06,3.911721501127875,5.44,106.91,2.96,5.6,9772.0,83.36,123.06,1.0
GBR,2021-11,3.865414717427906,4.92,46.24,0.54,6.01,10565.0,28.84,111.27,1.33
RUS,2024-08,4.986672286420119,3.12,76.29,4.63,4.59,15118.0,5.8,122.82,2.41
EU,2023-08,3.4974207581172108,0.04,63.8,0.78,5.28,16761.0,25.36,144.55,1.86
SAU,2023-01,5.76038826049868,3.31,81.27,4.34,5.75,16662.0,2.34,123.72,1.22
IDN,2022-03,6.0967114879634785,0.92,131.09,3.08,6.24,11085.0,7.81,119.6,1.74
USA,2021-06,2.388819532059505,4.93,82.17,-0.43,7.05,12864.0,76.03,123.25,1.61
IND,2023-01,6.589372875214584,2.35,77.46,4.24,4.63,13700.0,49.96,133.77,1.3
USA,2020-05,2.2118220117264524,3.17,41.09,3.05,5.96,7982.0,70.1,86.53,3.94
GBR,2020-12,3.269719545356835,4.52,36.57,3.42,8.08,9521.0,32.92,88.82,3.04
TUR,2022-08,3.947370226005405,5.55,104.81,2.84,6.18,14150.0,83.95,119.62,1.08
CHN,2022-06,4.2671380706706605,0.59,106.16,3.49,5.11,8103.0,59.73,124.2,1.34
ARG,2021-11,2.8275678202233667,4.45,58.42,1.79,7.05,17929.0,71.31,100.68,1.74
ZAF,2022-12,3.577899965896516,1.62,83.93,3.32,6.35,14906.0,56.01,110.9,1.51
ZAF,2023-04,6.039558588723116,2.68,59.73,4.22,5.57,18128.0,59.97,133.97,1.74
VNM,2024-01,3.8589841280761235,1.7,84.71,3.49,3.34,11292.0,97.07,155.03,1.71
KOR,2024-01,5.377597999833629,3.73,79.05,4.17,3.6,11900.0,22.38,126.4,1.61
ARG,2021-09,5.767951771135354,1.78,79.69,0.44,7.85,10074.0,73.78,102.81,2.13
THA,2024-04,1.5883690092000193,0.98,72.35,1.53,3.68,18831.0,37.85,148.9,1.73
RUS,2022-12,8.048706086389776,3.15,112.39,-0.03,4.5,13380.0,5.41,114.84,1.43
PHL,2021-10,1.9633221769665157,3.71,70.75,-1.77,6.49,12680.0,26.59,98.69,1.51
ARG,2024-09,3.041834624818319,3.15,78.49,4.95,4.36,8011.0,75.94,142.54,1.43
IDN,2020-06,3.328600179853558,1.96,38.8,0.82,7.2,10960.0,6.32,99.41,4.11
VNM,2020-09,4.342458330575548,3.09,36.05,4.69,5.99,13764.0,92.4,90.1,3.74
IDN,2024-11,4.51073819101049,0.68,77.51,3.18,5.03,11896.0,7.46,140.52,1.08
CHN,2023-08,3.654884966921446,1.25,64.62,7.44,5.25,12373.0,61.38,120.83,2.01
PHL,2023-10,1.4452216036636876,4.13,76.61,3.14,5.64,7856.0,27.33,122.92,1.4
BRA,2021-05,2.3681413932059296,1.89,67.2,6.37,6.57,12134.0,15.91,104.19,1.0
KOR,2021-06,6.493177870854183,4.28,90.36,5.01,8.19,13677.0,19.48,107.66,1.08
ZAF,2022-04,5.080129679841303,2.4,100.15,0.83,3.78,12188.0,59.89,122.36,1.94
AUS,2021-03,3.784838421750546,1.07,77.33,0.53,5.86,13307.0,100.59,125.98,1.0
ARG,2020-07,3.151161959676308,3.56,41.96,-0.25,7.92,10945.0,67.82,85.93,4.22
JPN,2022-03,5.611619110749637,1.92,107.2,3.43,7.02,14894.0,65.12,110.51,1.0
KOR,2021-12,4.0218812297005915,4.34,55.38,3.09,6.07,12280.0,19.05,123.19,2.17
RUS,2020-07,3.7705894757762732,2.76,29.85,3.69,7.17,9359.0,5.79,124.39,3.51
IND,2024-09,6.533952912694367,2.43,94.48,3.54,5.05,13946.0,52.82,128.19,1.89
MEX,2023-11,3.172724639734194,3.26,74.8,-0.88,5.0,15191.0,86.49,114.1,1.0
ZAF,2022-09,6.156295749009459,0.27,103.25,0.26,7.04,12537.0,60.86,110.72,1.12
IND,2023-02,8.43099292079036,1.79,74.59,1.69,4.4,16281.0,44.69,143.74,1.0
RUS,2021-10,2.3630344049578857,5.01,86.33,-0.8,6.81,9613.0,5.55,121.34,1.0
USA,2023-11,1.9615659357055635,6.2,71.53,4.77,4.86,8500.0,65.37,132.0,1.33
IDN,2021-10,5.15035454802654,1.85,71.79,3.87,4.88,9707.0,7.4,121.64,1.06
CHN,2023-09,3.4465620642137176,-0.58,78.47,2.74,5.18,11771.0,63.24,103.15,1.1
USA,2022-01,3.0733543442357716,3.9,92.71,2.42,4.97,12396.0,74.64,102.12,1.0
KOR,2021-10,4.576326211763309,6.65,58.16,1.09,5.95,11382.0,21.73,97.5,1.46
BRA,2020-11,5.365554023820875,3.43,38.03,2.36,6.88,12787.0,16.3,94.44,4.0
THA,2020-07,-0.378634999411956,1.61,40.02,0.35,7.41,11460.0,36.31,95.78,3.39
GBR,2020-12,2.1753610425143375,4.52,36.57,3.42,8.08,9521.0,32.92,88.82,3.04
JPN,2022-08,2.529755163667601,1.4,106.82,0.02,5.83,12186.0,54.17,118.45,1.02
MEX,2023-01,3.3700584423458,1.92,67.57,2.56,3.56,12098.0,94.51,139.59,1.0
PHL,2023-06,3.6970776453167153,2.47,81.23,2.48,6.21,10789.0,27.22,124.95,1.0
TUR,2020-10,2.6679876804153144,6.83,44.99,1.66,2.66,14155.0,80.74,112.37,3.82
RUS,2024-10,4.330704036148245,4.37,71.09,3.21,4.53,11506.0,5.86,138.25,1.0
AUS,2022-06,3.4222646465654263,1.62,100.11,1.69,6.41,13287.0,96.42,121.23,1.21
IDN,2020-07,5.521522349043346,0.76,42.91,2.51,6.47,7410.0,7.65,107.29,3.76
GBR,2024-11,3.157733296538839,5.02,74.48,1.72,4.82,12923.0,29.23,144.85,1.25
BRA,2024-01,4.213613741569951,2.64,88.61,-0.18,5.39,18069.0,16.98,134.1,1.33
PHL,2021-08,2.2950009072985607,3.12,70.72,0.45,4.99,13117.0,26.42,110.85,1.38
IDN,2023-11,5.443649936590113,1.14,77.21,2.47,4.02,14488.0,7.17,124.72,2.52
GBR,2020-11,2.4375229649024206,5.07,41.09,1.14,6.01,9824.0,29.97,87.49,3.01
IND,2020-10,5.8969166223494165,3.04,36.61,2.48,7.13,10359.0,51.06,111.1,3.76
RUS,2021-10,2.2633767285362723,5.01,86.33,-0.8,6.81,9613.0,5.55,121.34,1.0
THA,2024-07,2.31351241045183,2.01,75.14,3.04,5.12,11459.0,36.95,139.86,1.79
AUS,2024-08,2.3654023166079545,3.15,79.59,-1.0,5.11,16071.0,94.18,134.43,1.72
ARG,2021-11,1.9458589140592726,4.45,58.42,1.79,7.05,17929.0,71.31,100.68,1.74
VNM,2021-12,5.158398609047321,0.89,96.32,3.4,5.42,11407.0,104.89,111.22,1.75
ZAF,2022-10,6.498517931977579,1.76,82.86,2.99,5.97,11718.0,60.68,127.08,1.82
GBR,2022-04,3.5988800300443446,4.18,84.47,5.7,6.7,14587.0,30.44,122.83,1.2
AUS,2022-10,4.621395968463096,0.46,137.02,2.53,5.72,7553.0,96.05,115.54,1.0
GBR,2021-11,4.2280416987934135,4.92,46.24,0.54,6.01,10565.0,28.84,111.27,1.33
KOR,2024-02,5.535693870900464,4.76,90.61,1.47,2.85,10449.0,22.12,135.53,1.89
EU,2021-01,5.97250045554071,0.94,74.72,1.43,6.4,13654.0,25.57,115.0,1.57
RUS,2021-12,3.5865309412276933,4.82,72.97,1.41,7.21,11766.0,6.18,92.45,1.18
KOR,2024-10,4.4443467623634225,5.63,77.58,4.85,3.4,14002.0,19.78,122.83,2.12
THA,2022-09,3.114928687056814,2.14,86.54,4.1,6.69,13791.0,42.25,116.14,1.41
IDN,2023-11,4.934898454046063,1.14,77.21,2.47,4.02,14488.0,7.17,124.72,2.52
IND,2022-05,4.657511934756068,2.48,93.64,1.88,6.28,9346.0,53.52,133.1,1.29
JPN,2024-07,4.75647004510341,2.42,81.11,1.6,3.82,14622.0,62.37,132.27,1.71
CAN,2020-10,4.656490127477954,1.26,38.13,2.03,6.37,10218.0,22.72,109.67,3.34
KOR,2020-12,4.7221547785554945,4.99,42.71,4.74,6.96,8711.0,20.47,113.01,3.39
MEX,2020-03,5.641239985374282,3.02,42.69,3.23,6.67,8003.0,84.02,111.53,3.65
JPN,2022-01,3.168729070136151,2.1,123.04,4.25,6.97,9866.0,59.2,113.96,1.27
ARG,2022-09,3.922305097759042,2.92,131.42,-0.17,4.83,15654.0,80.09,114.37,1.74
IND,2024-11,2.6042367128193655,2.74,72.57,3.85,4.74,14461.0,53.76,137.77,1.0
SAU,2023-03,6.179618642481954,4.83,72.46,3.94,5.1,14485.0,2.67,120.14,1.1
JPN,2021-03,4.23000129465309,-0.02,72.96,2.43,4.9,14249.0,57.38,104.11,1.0
KOR,2023-03,3.444160779943259,4.84,62.54,1.85,4.38,11984.0,21.72,122.15,2.92
JPN,2024-09,3.4372955757786094,1.9,75.59,6.24,5.2,11060.0,56.93,142.84,1.86
THA,2022-06,3.109247867864307,1.84,97.71,2.84,5.3,13038.0,35.59,134.13,1.15
MEX,2024-07,4.660133129139226,1.23,75.81,3.16,5.1,12934.0,93.08,127.92,1.56
SAU,2024-05,3.946287860036442,3.73,68.7,4.47,4.2,13949.0,2.58,165.3,1.0
BRA,2024-06,4.425956245352978,1.94,70.93,3.91,4.04,16725.0,17.65,141.86,2.08
CHN,2024-09,3.6738878069492147,1.2,77.24,2.42,4.57,13069.0,66.07,127.65,1.47
THA,2024-01,1.5354676018638378,3.86,79.91,4.59,5.1,18073.0,39.12,141.31,1.01
AUS,2021-09,3.437713148598729,1.63,68.61,1.33,4.66,10329.0,96.03,117.44,1.29
THA,2021-03,3.2002914551726116,1.14,62.92,4.19,7.38,11492.0,39.44,109.57,1.09
BRA,2023-08,4.683444869095587,0.34,77.11,2.01,6.1,6691.0,13.94,114.34,2.14
AUS,2024-08,3.4441592216778756,3.15,79.59,-1.0,5.11,16071.0,94.18,134.43,1.72
EU,2024-06,2.921594656627341,0.03,74.46,3.47,4.6,18391.0,24.93,128.69,1.35
IDN,2023-08,4.245525778607318,-0.32,65.44,4.69,2.8,11557.0,7.41,121.17,1.08
TUR,2023-03,3.5568181069430036,6.22,83.06,1.5,2.84,10752.0,78.39,134.58,1.51
IND,2022-10,6.350281974621806,1.91,117.51,1.26,5.33,10698.0,45.08,115.28,1.0
MEX,2023-07,2.1978821586276336,3.24,97.24,-1.15,4.76,9480.0,82.55,151.46,1.0
MEX,2023-11,3.5204463486943562,3.26,74.8,-0.88,5.0,15191.0,86.49,114.1,1.0
EU,2022-11,3.2264600984837677,1.86,113.55,0.54,4.17,10074.0,28.92,126.8,1.27
USA,2020-07,4.553360116171112,3.86,39.11,3.17,6.8,12359.0,73.06,89.62,3.29
ARG,2023-09,2.261085343924272,3.31,86.42,1.64,3.34,14847.0,79.54,132.33,1.23
PHL,2020-07,4.023730443844248,3.88,33.15,2.16,5.93,8451.0,28.74,101.43,4.38
PHL,2020-11,1.570018290983966,3.35,37.89,3.81,6.69,10242.0,28.18,100.03,4.02
GBR,2022-02,6.7984669304393694,3.81,105.15,4.77,4.11,13218.0,30.86,114.34,1.56
CHN,2020-02,4.114687540159416,1.03,38.82,2.74,5.41,6329.0,62.55,98.44,3.37
CAN,2023-07,4.66890930788505,-0.02,89.98,3.4,5.52,13098.0,26.17,109.67,1.99
ZAF,2024-06,5.601767537304162,2.97,78.92,3.7,3.83,14341.0,57.89,117.58,2.36
ARG,2021-03,3.4523601076673116,5.37,72.99,3.8,5.62,10199.0,79.04,94.08,1.82
RUS,2023-02,3.546547092082419,4.01,73.08,4.54,5.3,11554.0,5.77,137.42,1.13
CHN,2023-11,2.399513100950909,2.13,58.31,3.67,4.7,12379.0,65.62,129.1,1.41
AUS,2021-06,4.4222168549713965,1.3,82.54,6.79,8.19,12185.0,104.9,103.13,1.87
JPN,2022-02,1.4024098389462938,1.78,104.11,2.12,5.82,10880.0,60.14,108.52,2.0
IND,2024-01,5.758332508702335,1.83,78.03,2.18,4.2,16310.0,47.98,126.54,1.58
ARG,2023-10,1.7167107268243,3.68,75.55,4.49,5.56,11252.0,72.45,109.68,1.0
ZAF,2023-05,6.549445237963731,2.53,72.5,2.37,5.31,12353.0,59.69,134.39,1.1
RUS,2021-09,5.823092480093726,4.54,76.42,-0.0,6.09,12498.0,5.76,104.68,2.44
THA,2020-12,3.793758674221901,0.8,44.11,-3.49,6.46,10163.0,36.23,102.5,4.23
AUS,2021-06,3.951513325019711,1.3,82.54,6.79,8.19,12185.0,104.9,103.13,1.87
ZAF,2022-01,5.275819886961942,1.78,96.0,0.79,4.86,13652.0,55.5,126.99,1.0
EU,2022-11,3.5244340863185086,1.86,113.55,0.54,4.17,10074.0,28.92,126.8,1.27
CAN,2022-05,7.527011005220145,-1.12,98.46,2.11,4.89,15274.0,23.68,121.43,1.77
SAU,2021-04,5.942565666827282,4.1,71.68,3.5,5.6,12062.0,2.79,113.09,1.0
IND,2020-08,5.984036556936349,1.79,37.84,2.15,5.32,9952.0,48.87,111.88,3.7
USA,2021-05,4.10941029613304,4.55,83.64,-0.88,7.19,10286.0,70.15,122.99,2.77
KOR,2023-04,3.276687998801187,5.51,77.91,0.45,5.68,13711.0,22.77,130.51,1.0
SAU,2021-01,5.389176856081716,4.05,62.03,4.82,5.69,11496.0,2.72,104.26,2.04
USA,2022-05,2.484908277653562,3.47,90.1,2.03,7.37,10246.0,69.91,119.81,2.42
RUS,2024-08,5.08011724263689,3.12,76.29,4.63,4.59,15118.0,5.8,122.82,2.41
GBR,2024-01,3.1364802610230678,4.92,78.67,0.73,5.29,14204.0,28.84,149.97,1.04
TUR,2020-05,4.806958294659289,3.11,42.34,3.35,6.11,8991.0,78.68,101.82,3.23
EU,2021-09,2.2995731223520397,1.34,64.66,2.15,7.23,11161.0,27.65,102.51,1.0
ZAF,2022-11,5.277422985990216,2.94,89.37,7.24,6.9,19063.0,58.16,122.42,1.26
EU,2020-11,1.7036512690733523,1.33,30.44,0.29,4.91,13029.0,27.12,98.66,3.7
GBR,2021-06,5.488463562478632,4.14,74.73,3.69,5.83,10817.0,28.04,99.3,2.19
ARG,2020-10,2.9919354885416816,4.15,32.3,1.07,4.76,11591.0,75.71,121.02,4.24
CAN,2022-05,7.612835847217122,-1.12,98.46,2.11,4.89,15274.0,23.68,121.43,1.77
GBR,2022-10,5.033689451323028,5.58,104.6,6.74,6.08,11852.0,29.88,94.89,1.05
PHL,2023-12,1.7403789919878458,5.08,67.0,3.29,4.17,9217.0,30.28,126.08,1.29
ARG,2022-04,3.2753959650797597,3.32,134.69,1.95,5.88,7470.0,72.91,111.53,1.78
CHN,2021-07,1.0843348980149585,-0.52,64.64,4.12,6.94,8142.0,62.7,116.34,1.77
TUR,2021-04,3.051012685093973,2.75,76.77,-0.05,6.11,8677.0,87.63,124.27,1.3
BRA,2021-01,5.148989279443532,2.63,80.09,1.83,6.55,7702.0,16.36,119.5,1.08
ARG,2022-10,1.6381228791287594,4.98,100.44,1.83,3.96,11689.0,72.91,118.13,1.9
BRA,2022-04,5.2794547480425384,1.98,152.22,2.86,5.96,12944.0,15.57,121.95,1.45
ZAF,2020-10,6.319130339616079,0.28,38.51,1.2,4.13,9225.0,54.49,103.54,3.82
MEX,2020-01,3.1370398404593463,1.86,43.43,4.81,7.12,10894.0,91.64,102.4,2.42
JPN,2022-12,5.003240342416331,1.6,110.52,0.54,5.56,10420.0,58.86,124.47,1.0
CAN,2020-10,4.340279432164563,1.26,38.13,2.03,6.37,10218.0,22.72,109.67,3.34
GBR,2024-11,2.9673807682723092,5.02,74.48,1.72,4.82,12923.0,29.23,144.85,1.25
KOR,2020-12,4.859893154044264,4.99,42.71,4.74,6.96,8711.0,20.47,113.01,3.39
SAU,2021-05,3.526642752475942,1.94,69.71,1.35,7.34,13444.0,2.65,119.75,1.57
USA,2020-08,4.4027744118034144,8.13,43.98,-0.34,6.1,10676.0,68.13,99.39,4.25
RUS,2023-07,3.1171095933460866,4.5,70.88,5.98,4.52,16913.0,5.37,122.88,1.5
EU,2023-03,4.961667498054404,0.23,79.64,3.42,4.84,11742.0,28.59,116.59,1.57
IDN,2024-05,5.076472994454816,-0.11,75.05,4.88,4.52,18474.0,7.21,140.04,1.0
PHL,2020-12,2.82037372348881,5.38,37.36,1.93,7.35,9611.0,29.41,100.09,3.5
MEX,2021-12,6.7806204706301525,0.77,78.77,5.91,5.94,10328.0,91.33,102.51,1.98
ZAF,2023-03,5.975248376839479,1.75,83.3,0.43,4.49,17493.0,57.47,132.09,1.88
ARG,2023-11,3.480794038808631,3.64,72.53,5.84,4.3,15773.0,79.54,115.83,1.44
EU,2022-09,4.919218012262668,0.15,127.13,2.32,6.42,8162.0,29.0,134.11,1.0
TUR,2023-05,6.01895237858337,3.08,78.83,7.43,3.65,13397.0,82.84,126.78,1.21
CAN,2023-09,1.5779244420084604,0.81,66.33,3.39,4.35,13057.0,22.93,137.68,1.68
TUR,2022-07,5.895039104190357,5.0,111.85,1.32,4.25,15912.0,82.49,123.96,1.0
AUS,2020-04,4.116098368343907,0.85,44.64,-0.15,5.98,7693.0,101.04,113.25,3.25
GBR,2023-10,4.783640015338642,5.28,69.22,2.27,4.8,15993.0,29.41,148.07,1.92
PHL,2021-06,1.2025944445981038,4.63,81.58,2.19,5.5,13088.0,28.44,100.47,2.11
USA,2024-01,5.634053786153095,4.68,86.74,1.3,4.99,13656.0,72.27,147.47,1.0
